brand,brand_short,product,product_short,hex,H,S,V,L,group,H_was_missing,S_was_missing,V_was_missing,L_was_missing,group_was_missing,brand_was_missing,brand_short_was_missing,product_was_missing,product_short_was_missing,hex_was_missing
Lotus Herbals,lh,Make-Up Ecostay,mue,eec1a2,24.0,0.32,0.93,82.0,7,0,0,0,0,0,0,0,0,0,0
Lotus Herbals,lh,Make-Up Ecostay,mue,b7a597,26.0,0.17,0.72,69.0,7,0,0,0,0,0,0,0,0,0,0
Lotus Herbals,lh,Make-Up Ecostay,mue,f0c092,29.0,0.39,0.94,81.0,7,0,0,0,0,0,0,0,0,0,0
Lotus Herbals,lh,Make-Up Ecostay,mue,d0985f,30.0,0.54,0.82,67.0,7,0,0,0,0,0,0,0,0,0,0
Nykaa,ny,SKINgenius,sg,cb9070,21.0,0.45,0.8,65.0,7,0,0,0,0,0,0,0,0,0,0
Nykaa,ny,SKINgenius,sg,dfab86,25.0,0.4,0.87,74.0,7,0,0,0,0,0,0,0,0,0,0
Nykaa,ny,SKINgenius,sg,d19676,21.0,0.44,0.82,67.0,7,0,0,0,0,0,0,0,0,0,0
Nykaa,ny,SKINgenius,sg,d4ac93,23.0,0.31,0.83,74.0,7,0,0,0,0,0,0,0,0,0,0
Nykaa,ny,SKINgenius,sg,ebc7af,24.0,0.26,0.92,83.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,f7d1bc,21.0,0.24,0.97,87.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,f3b989,27.0,0.44,0.95,80.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,f0ba81,31.0,0.46,0.94,80.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,ebba8a,30.0,0.41,0.92,79.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,d69c74,24.0,0.46,0.84,69.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,f9d0b0,26.0,0.29,0.98,86.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,fbd5bd,23.0,0.25,0.98,86.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,e7b9a2,20.0,0.3,0.91,79.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,dcb297,23.0,0.31,0.86,76.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,e6b898,25.0,0.34,0.9,78.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,ebbf93,30.0,0.37,0.92,81.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,efb793,23.0,0.38,0.94,79.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,ebba8a,30.0,0.41,0.92,79.0,7,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me Matte,fmm,f3b27d,27.0,0.49,0.95,78.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,693720,19.0,0.7,0.41,29.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,b07555,21.0,0.52,0.69,55.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,bc6d4e,17.0,0.59,0.74,55.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,c29979,26.0,0.38,0.76,67.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,ddb496,25.0,0.32,0.87,76.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,eebfa3,22.0,0.32,0.93,81.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,e7cbb5,26.0,0.22,0.91,84.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,dcb29a,22.0,0.3,0.86,76.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,f0c7b3,20.0,0.25,0.94,83.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,eecfba,24.0,0.22,0.93,85.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,e8c7b8,19.0,0.21,0.91,83.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,f0cbb9,20.0,0.23,0.94,85.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,e9c4b1,20.0,0.24,0.91,82.0,7,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,True Match,tms,eabea1,24.0,0.31,0.92,80.0,7,0,0,0,0,0,0,0,0,0,0
