brand,brand_short,product,product_short,hex,H,S,V,L,group,H_was_missing,S_was_missing,V_was_missing,L_was_missing,group_was_missing,brand_was_missing,brand_short_was_missing,product_was_missing,product_short_was_missing,hex_was_missing
Maybelline,mb,Fit Me,fmf,f3cfb3,26.0,0.26,0.95,86.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,ffe3c2,32.0,0.24,1.0,92.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,ffe0cd,23.0,0.2,1.0,91.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,ffd3be,19.0,0.25,1.0,88.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,bd9584,18.0,0.3,0.74,65.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,eabda6,20.0,0.29,0.92,80.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,fbd2ad,28.0,0.31,0.98,87.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,e2b597,24.0,0.33,0.89,77.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,e4b38e,26.0,0.38,0.89,77.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,b2856f,20.0,0.38,0.7,60.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,e8ba8c,30.0,0.4,0.91,79.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,f3b584,26.0,0.46,0.95,79.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,f0b996,23.0,0.37,0.94,80.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,e3b082,28.0,0.43,0.89,76.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,eab181,27.0,0.45,0.92,77.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,9d7359,23.0,0.43,0.62,52.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,e2aa7b,27.0,0.46,0.89,74.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,d99358,27.0,0.59,0.85,67.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,9c744f,29.0,0.49,0.61,52.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,b18b65,30.0,0.43,0.69,61.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,84583f,22.0,0.52,0.52,42.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,7d5631,29.0,0.61,0.49,40.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,c07746,24.0,0.64,0.75,57.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,643c27,21.0,0.61,0.39,30.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,edcfb9,25.0,0.22,0.93,85.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,e1bba7,21.0,0.26,0.88,79.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,c1a07e,30.0,0.35,0.76,68.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,d09e7c,24.0,0.4,0.82,69.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,c7967d,20.0,0.37,0.78,66.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,c09578,24.0,0.38,0.75,65.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,9d6f48,28.0,0.54,0.62,51.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,a86d40,26.0,0.62,0.66,52.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,7f5c3b,29.0,0.54,0.5,42.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,735642,24.0,0.43,0.45,39.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,6b5041,21.0,0.39,0.42,37.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,7d5c4d,19.0,0.38,0.49,42.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,5c4433,25.0,0.45,0.36,31.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,5e3a23,23.0,0.63,0.37,28.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,5e4638,22.0,0.4,0.37,32.0,2,0,0,0,0,0,0,0,0,0,0
Maybelline,mb,Fit Me,fmf,3f2018,12.0,0.62,0.3,21.240000000000002,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,edceb2,28.0,0.25,0.93,85.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,f0cba1,32.0,0.33,0.94,84.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,ebc99c,34.0,0.34,0.92,83.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,e6bc94,29.0,0.36,0.9,79.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,dcb79a,26.0,0.3,0.86,77.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,eac8a3,31.0,0.3,0.92,83.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,e9c89e,34.0,0.32,0.91,83.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,d4ad8a,28.0,0.35,0.83,74.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,cfa786,27.0,0.35,0.81,72.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,d8b08c,28.0,0.35,0.85,75.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,d4a97f,30.0,0.4,0.83,72.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,deb58b,30.0,0.37,0.87,77.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,dbae85,29.0,0.39,0.86,75.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,d5a275,28.0,0.45,0.84,71.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,d1a67e,29.0,0.4,0.82,71.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,e0ab81,27.0,0.42,0.88,74.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,ca9f75,30.0,0.42,0.79,69.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,c69c6c,32.0,0.45,0.78,68.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,bd9359,35.0,0.53,0.74,64.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,b38355,29.0,0.53,0.7,59.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,ab7945,31.0,0.6,0.67,55.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,ab7944,31.0,0.6,0.67,55.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,ad7d59,26.0,0.49,0.68,57.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,a16c38,30.0,0.65,0.63,51.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,976236,27.0,0.64,0.59,47.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,8a5833,26.0,0.63,0.54,43.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,8d5c31,28.0,0.65,0.55,44.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,775436,28.0,0.55,0.47,39.0,2,0,0,0,0,0,0,0,0,0,0
bareMinerals,bm,barePRO,pro,6e4b2f,27.0,0.57,0.43,35.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,ffd6ba,24.0,0.27,1.0,89.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d0a26e,32.0,0.47,0.82,70.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,c48f56,31.0,0.56,0.77,64.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,bb8046,30.0,0.63,0.73,59.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,ffc8a3,24.0,0.36,1.0,85.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d8bba3,27.0,0.25,0.85,78.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,fac7a7,23.0,0.33,0.98,84.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,ffcba6,25.0,0.35,1.0,86.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,e5b593,25.0,0.36,0.9,77.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,dea365,31.0,0.55,0.87,72.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d8a46d,31.0,0.5,0.85,71.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,f2bb96,24.0,0.38,0.95,80.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d4a066,32.0,0.52,0.83,70.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,f2bf91,28.0,0.4,0.95,81.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,edbe98,27.0,0.36,0.93,81.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,e7b79c,22.0,0.32,0.91,78.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,ebad81,25.0,0.45,0.92,76.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,ddb491,28.0,0.34,0.87,76.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,e5ad8a,23.0,0.4,0.9,75.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d59a71,25.0,0.47,0.84,69.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,cf905d,27.0,0.55,0.81,65.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d69060,24.0,0.55,0.84,66.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,be8058,24.0,0.54,0.75,59.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,d7986d,24.0,0.49,0.84,68.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,ad7247,25.0,0.59,0.68,54.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,c27440,24.0,0.67,0.76,57.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,c0976b,31.0,0.44,0.75,66.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,99562c,23.0,0.71,0.6,44.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,da926b,21.0,0.51,0.85,67.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,a35829,23.0,0.75,0.64,46.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,b56e38,26.0,0.69,0.71,54.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,a85f2a,25.0,0.75,0.66,48.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,8f4d2b,20.0,0.7,0.56,41.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,864f26,26.0,0.72,0.53,40.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,8f5c35,26.0,0.63,0.56,44.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,895c26,33.0,0.72,0.54,43.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,aa6533,25.0,0.7,0.67,59.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,925b2d,27.0,0.69,0.57,44.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,77421e,24.0,0.75,0.47,34.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,724727,26.0,0.66,0.45,35.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,7e512d,27.0,0.64,0.49,39.0,2,0,0,0,0,0,0,0,0,0,0
Estée Lauder,el,Double Wear,dw,5e3617,26.0,0.76,0.37,27.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,f9caac,23.0,0.31,0.98,85.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,f8c7a1,26.0,0.35,0.97,84.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,f1bc96,25.0,0.38,0.95,80.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,f1b496,20.0,0.38,0.95,79.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,e8b29c,17.0,0.33,0.91,77.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,e2ae8e,23.0,0.37,0.89,75.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,dfa48c,17.0,0.37,0.87,73.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,e4a87f,24.0,0.44,0.89,74.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,e1a681,23.0,0.43,0.88,73.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,d5a187,20.0,0.37,0.84,71.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,dba787,23.0,0.38,0.86,73.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,d79f86,19.0,0.38,0.84,70.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,d5a187,20.0,0.37,0.84,71.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,de9a77,20.0,0.46,0.87,70.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,cb8f6e,21.0,0.46,0.8,65.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,c98667,19.0,0.49,0.79,62.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,c68f71,21.0,0.43,0.78,64.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,ba8568,21.0,0.44,0.73,60.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,a7745e,18.0,0.44,0.65,54.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,8e6558,14.0,0.38,0.56,47.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,eec498,31.0,0.36,0.93,82.0,2,0,0,0,0,0,0,0,0,0,0
Revlon,rv,ColorStay,cs,eec29e,27.0,0.34,0.93,82.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,f3c6a2,27.0,0.33,0.95,83.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,e5ad8b,23.0,0.39,0.9,75.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,e7ad82,26.0,0.44,0.91,76.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,eeb67e,30.0,0.47,0.93,78.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,e8b481,30.0,0.44,0.91,77.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,daa271,28.0,0.48,0.85,71.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,d49e6c,29.0,0.49,0.83,70.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,c0844e,28.0,0.59,0.75,61.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,c27f48,27.0,0.63,0.76,60.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,da9e6b,28.0,0.51,0.85,70.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,b87740,28.0,0.65,0.72,56.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,925422,27.0,0.77,0.57,43.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,fadcc8,24.0,0.2,0.98,90.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,fcd6c7,17.0,0.21,0.99,89.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,f7cab1,21.0,0.28,0.97,85.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,deb09e,17.0,0.29,0.87,76.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,d1a396,13.0,0.28,0.82,71.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,cf9c7d,23.0,0.4,0.81,69.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,d99959,30.0,0.59,0.85,69.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,754728,24.0,0.66,0.46,35.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,4d2c0a,30.0,0.86,0.3,22.0,2,0,0,0,0,0,0,0,0,0,0
L'Oréal,lo,Infalliable,ipm,4d2006,22.0,0.86,0.3,21.240000000000002,2,0,0,0,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e1ad81,26.0,0.44,0.84,75.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,deb192,26.0,0.44,0.84,76.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e3b490,26.0,0.44,0.84,77.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e9b898,26.0,0.44,0.84,79.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e8bb9c,26.0,0.44,0.84,79.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e1b7a0,26.0,0.44,0.84,78.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,eac4ae,26.0,0.44,0.84,82.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,eac7ab,26.0,0.44,0.84,83.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,eabe9e,26.0,0.44,0.84,80.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e5b39a,26.0,0.44,0.84,77.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,e7b590,26.0,0.44,0.84,78.0,2,1,1,1,0,0,0,0,0,0,0
Covergirl + Olay,oc,Simply Ageless,sa,f7dcca,26.0,0.44,0.84,90.0,2,1,1,1,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,fde9de,21.0,0.17,0.99,92.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,fde7da,22.0,0.17,0.99,92.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,fde3cc,28.0,0.19,0.99,92.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,f2d3b1,31.0,0.27,0.95,87.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,fce1c6,30.0,0.21,0.99,91.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,efd1b7,28.0,0.23,0.94,86.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,f4cca8,28.0,0.31,0.96,85.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,e8bfa3,24.0,0.3,0.91,80.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,fad5b8,26.0,0.26,0.98,88.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,e9c39f,29.0,0.32,0.91,81.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,e8bc99,27.0,0.34,0.91,80.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,e2ad85,26.0,0.41,0.89,75.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,eeba93,26.0,0.38,0.93,80.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,dfad89,25.0,0.39,0.87,75.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,d9a57d,26.0,0.42,0.85,72.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,e4ac7c,28.0,0.46,0.89,75.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,dca77d,27.0,0.43,0.86,73.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,d59d6d,28.0,0.49,0.84,69.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,e7ae85,25.0,0.42,0.91,76.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,dcb17d,33.0,0.43,0.86,75.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,ca9262,28.0,0.51,0.79,65.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,d28f58,27.0,0.58,0.82,65.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,d39063,24.0,0.53,0.83,66.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,d39156,28.0,0.59,0.83,66.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,ac7752,25.0,0.52,0.67,55.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,b67849,26.0,0.6,0.71,56.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,bd7b45,27.0,0.63,0.74,58.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,c98256,23.0,0.57,0.79,61.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,ca875a,24.0,0.55,0.79,63.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,a86b3f,25.0,0.63,0.66,51.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,a65e23,27.0,0.79,0.65,48.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,9d5d2d,26.0,0.71,0.62,46.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,ab6939,25.0,0.67,0.67,51.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,894f29,24.0,0.7,0.54,40.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,9b5b35,22.0,0.66,0.61,46.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,824f30,23.0,0.63,0.51,39.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,7d452c,19.0,0.65,0.49,36.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,6d3b20,21.0,0.71,0.43,31.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,683a20,22.0,0.69,0.41,30.0,0,0,0,0,0,0,0,0,0,0,0
Fenty,fe,PRO FILT'R,pf,583218,24.0,0.73,0.35,25.0,0,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,e1bea4,26.0,0.27,0.88,80.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,e5ae86,25.0,0.41,0.9,76.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,c38e63,27.0,0.49,0.76,64.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,ac703d,28.0,0.65,0.67,53.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,9e6209,36.0,0.86,0.62,47.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,855723,32.0,0.74,0.52,41.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,793f0d,28.0,0.86,0.47,34.0,3,0,0,0,0,0,0,0,0,0,0
Iman,im,Second to None,sn,64300a,25.0,0.86,0.39,27.0,3,0,0,0,0,0,0,0,0,0,0
Beauty Bakerie,bb,#1 CAKE MIX,cm,532e1e,18.0,0.64,0.33,24.0,3,0,0,0,0,0,0,0,0,0,0
Beauty Bakerie,bb,#1 CAKE MIX,cm,4e2a1a,18.0,0.67,0.31,22.0,3,0,0,0,0,0,0,0,0,0,0
Beauty Bakerie,bb,#1 CAKE MIX,cm,623f2c,21.0,0.55,0.38,30.0,3,0,0,0,0,0,0,0,0,0,0
Beauty Bakerie,bb,#1 CAKE MIX,cm,8e532b,24.0,0.7,0.56,42.0,3,0,0,0,0,0,0,0,0,0,0
Beauty Bakerie,bb,#1 CAKE MIX,cm,985223,24.0,0.77,0.6,43.0,3,0,0,0,0,0,0,0,0,0,0
Beauty Bakerie,bb,#1 CAKE MIX,cm,a86738,25.0,0.67,0.66,50.0,3,0,0,0,0,0,0,0,0,0,0
